quality,year,area,rooms,fireplaces,price
8,1997,2551,8,2,384.5
8,2000,2285,8,1,248.0
10,2001,2633,8,2,466.5
9,1998,3078,9,1,410.0
8,1998,2582,9,1,322.5
7,1998,2385,8,1,252.0
10,1994,4316,10,2,755.0
7,1996,2013,8,1,269.79
7,1996,2398,8,1,315.75
7,1995,2520,9,1,290.0
8,1995,2531,9,1,290.0
8,1992,3228,10,1,430.0
8,1992,2202,9,1,263.0
8,1996,2538,8,1,330.0
7,2007,1369,5,0,213.133
8,2007,1542,6,1,260.261
9,2006,1905,8,1,320.0
8,2007,1464,6,0,282.922
8,2006,1534,7,1,215.0
10,2007,1966,6,1,419.005
8,2006,1636,8,1,255.0
8,2006,1795,7,1,147.0
7,2007,1528,6,1,235.876
7,2007,1726,8,1,311.872
7,2007,1689,7,0,248.328
8,2006,1588,7,1,227.0
8,2005,1538,7,0,260.0
8,2007,1496,7,0,225.0
7,2005,1506,7,1,249.0
8,2004,1694,7,1,307.0
7,2006,1977,7,0,250.0
8,2006,1830,7,0,221.3
8,2007,1338,6,0,208.9
7,2006,1335,6,0,210.4
8,2007,1792,8,0,255.0
5,2007,1588,8,0,212.109
8,2006,1959,8,1,270.0
8,2007,2610,11,1,303.477
8,2007,1880,8,1,310.013
8,2006,1656,7,0,249.7
7,2007,1761,7,0,227.875
8,2007,1584,6,1,261.329
8,2006,1685,5,1,253.0
6,2004,2443,9,1,265.0
8,2004,2466,8,1,340.0
6,2006,1100,6,0,146.0
7,2006,1143,5,0,147.0
5,2003,1094,6,0,149.0
7,2006,1486,7,0,181.0
6,1994,1721,7,0,201.0
6,1993,1820,7,0,191.75
7,2000,1349,6,0,179.0
7,1998,1494,5,1,215.0
6,1992,1575,5,0,179.2
6,1980,1266,5,2,128.0
5,1983,884,5,0,144.0
5,1977,2020,10,2,144.0
5,1977,894,5,0,120.75
5,1963,970,5,0,132.5
5,1962,1057,6,0,132.0
5,1962,999,6,0,132.5
4,1961,1120,5,0,129.0
5,1962,1696,8,1,143.9
5,1968,1040,5,0,145.0
5,1961,988,5,0,128.5
5,1967,902,6,0,125.5
7,1990,2503,7,1,300.0
7,1974,2167,9,2,294.0
5,1974,1037,5,0,129.0
5,1975,1701,6,2,171.0
6,1973,1055,5,1,147.0
8,1990,2810,9,1,302.0
8,1992,2872,9,1,285.0
8,2004,1378,6,1,214.0
8,2006,1151,5,0,166.0
8,2006,1565,5,0,193.8
7,2006,1352,5,1,208.9
7,2006,1352,5,1,194.0
8,2006,1550,5,0,207.5
7,2006,1241,4,0,199.9
7,2006,1250,5,0,164.7
6,1999,1501,6,1,176.5
6,1999,1458,5,1,176.0
6,2000,1512,4,1,168.5
6,2000,1573,4,0,177.0
6,2000,1525,5,1,177.0
7,2004,1102,4,0,148.8
8,1999,1441,5,0,174.0
7,1997,1950,7,1,239.0
7,1999,1358,5,0,204.0
8,2003,2048,8,2,301.0
8,1998,2362,8,2,312.5
8,1994,1494,5,1,279.7
7,1980,2362,8,1,255.0
5,1978,1432,5,1,194.0
5,1976,1437,6,1,218.0
8,1978,1295,4,2,213.75
6,1976,1855,7,1,187.0
6,1976,1262,6,1,181.5
8,1981,2497,7,2,373.0
5,1977,2620,12,1,190.0
7,2001,1929,7,1,226.0
6,1968,1152,7,0,143.45
6,1970,2411,8,1,240.05
6,1969,1082,6,0,162.5
6,1968,1295,6,0,164.0
7,1972,1610,8,1,185.0
7,1993,1594,6,1,188.5
7,1993,2075,8,1,255.0
5,1976,1680,8,0,136.905
6,1966,1093,6,1,158.5
7,1973,1242,6,1,175.5
6,1963,1052,6,0,127.0
5,1967,1107,5,0,127.0
5,1967,1214,5,1,143.0
5,1965,1073,6,0,156.0
5,1958,1344,6,1,144.0
5,1964,1728,10,0,119.0
4,1964,1224,8,0,103.0
5,1960,1422,6,1,139.9
6,1960,958,5,0,151.5
5,1960,1065,6,0,126.5
6,1958,1138,6,0,145.0
5,1958,912,5,0,120.0
5,1956,1074,6,1,124.0
5,1959,882,5,0,106.5
5,1961,1187,6,1,140.5
5,1961,964,5,1,137.5
5,1960,894,5,0,117.6
7,1966,1200,6,1,163.5
6,1965,1042,5,0,161.0
6,1964,1302,7,0,158.0
6,1964,2154,8,1,224.5
6,1964,1374,7,1,147.0
6,1959,1652,6,1,200.0
6,1960,1429,7,2,181.9
5,1959,1327,7,0,150.75
4,1962,1224,6,0,101.8
6,1950,932,4,1,124.0
5,1940,908,4,0,138.5
1,1946,334,2,0,39.3
3,1946,666,4,0,64.5
3,1945,670,4,0,64.0
5,1958,808,5,0,112.0
6,1964,1977,9,1,165.0
5,1955,1150,6,0,144.0
5,1948,1920,10,0,137.0
5,1941,1376,6,1,105.0
5,1942,1644,7,2,146.5
5,1968,1560,8,0,126.0
5,1966,1280,6,1,175.0
6,1961,1254,6,1,158.5
5,1958,912,5,0,114.5
5,1958,1524,7,0,144.0
6,1965,2380,7,1,129.0
6,1957,936,4,0,141.0
5,1956,1008,6,0,131.0
5,1963,1053,6,0,142.1
5,1958,1056,6,0,139.0
6,1958,1442,7,0,157.9
5,1954,1056,6,0,139.4
6,1957,1244,6,2,150.0
5,1960,1144,6,1,120.0
6,1957,1721,8,3,174.85
5,1957,922,5,0,116.0
5,1956,1048,6,0,135.0
6,1970,1657,7,1,163.5
5,1955,1411,7,1,130.0
5,1955,1216,5,0,129.5
5,1953,1154,6,0,142.0
5,1958,1560,8,0,128.6
6,1952,948,5,0,125.0
6,1953,1040,6,0,136.0
5,1953,1008,6,0,134.5
5,1956,925,5,0,127.0
5,1955,1360,6,1,130.0
4,1955,1540,7,0,115.0
5,1955,925,5,2,116.9
5,1956,928,4,0,132.0
4,1953,1647,6,1,153.0
5,1952,924,6,0,112.5
4,1890,1544,7,0,138.0
5,1949,893,4,0,135.0
5,1953,1728,7,1,156.0
5,1935,3086,9,0,301.6
5,1940,1034,5,0,109.0
4,1956,882,4,0,103.2
4,1925,1281,6,0,128.5
4,1927,968,5,0,64.5
5,1895,1534,6,0,148.0
5,1920,691,4,0,86.0
7,1963,1651,6,2,172.0
5,1961,888,5,0,120.0
6,1968,952,5,0,128.5
5,1969,2080,9,2,135.0
5,1949,924,6,1,122.9
6,1948,1082,5,1,119.2
6,1949,1846,7,1,143.0
5,1950,988,6,0,119.0
5,1950,1238,6,1,102.0
5,1950,864,5,0,129.0
5,1960,1134,6,0,135.0
5,1959,1040,6,0,152.0
5,1958,1170,6,1,140.0
5,1960,1242,6,0,152.0
5,1960,1377,6,2,156.5
5,1961,1800,10,0,141.0
5,1961,925,7,0,99.0
6,1964,1851,7,1,187.0
5,1962,1812,8,1,169.5
5,1962,864,5,0,125.5
5,1962,936,6,1,130.0
5,1926,960,5,0,103.0
5,1910,1432,7,0,132.0
6,1927,1296,6,0,127.5
5,1922,1022,4,1,89.5
5,1980,936,4,0,140.0
5,1920,967,5,1,99.9
4,1885,1047,6,0,100.0
5,1940,1072,5,2,130.0
5,1900,1174,6,1,135.0
3,1948,1183,6,0,120.0
4,1937,1131,7,0,89.471
4,1900,1141,6,0,85.0
4,1920,960,5,0,108.5
4,1900,1798,7,0,137.0
5,1945,866,4,0,110.5
5,1923,968,5,0,100.0
8,1910,1772,7,0,184.9
6,1927,1642,9,1,145.0
5,1925,1472,6,0,125.0
5,1910,1232,6,0,114.0
5,1900,2337,10,0,90.0
6,1910,1650,6,0,144.1
6,1880,2210,8,0,117.5
5,1930,1358,6,1,124.5
7,1879,2454,8,1,185.0
6,1910,2291,9,1,133.9
6,1926,1616,5,0,152.0
5,1948,1559,5,0,153.5
7,1890,2554,8,0,159.5
5,1930,1248,6,0,87.0
4,1956,968,5,0,104.5
4,1949,1382,6,1,110.0
5,1925,1060,6,1,136.5
5,1950,1435,6,0,128.25
5,1920,1167,6,1,144.0
6,1923,1635,6,1,210.0
5,1939,1274,6,0,135.0
6,1939,1232,6,2,128.0
6,1941,1218,6,1,131.0
5,1939,884,5,0,113.0
6,1938,1409,6,1,126.0
5,1939,1322,7,0,132.0
5,1930,1426,6,1,131.75
5,1926,1281,6,0,132.5
5,1920,1513,8,0,137.5
7,1929,854,5,0,132.0
6,1931,1367,6,1,127.5
6,1926,986,5,1,102.0
6,1918,2264,8,0,200.0
6,1919,1824,8,1,180.5
6,1920,1376,7,0,165.0
5,1926,1316,7,0,90.0
6,1915,1396,7,0,153.575
7,1929,1344,6,1,140.0
6,1916,2526,10,1,136.0
5,1901,1173,7,0,113.0
5,1901,1214,6,0,117.0
7,1931,1818,7,2,169.5
7,1930,1108,6,1,139.4
6,1963,2294,9,1,202.5
6,1914,1355,7,0,127.0
6,1937,1375,6,1,141.0
7,1950,1952,8,2,212.3
6,1915,2180,7,1,161.0
4,1958,1315,5,0,99.5
5,1920,1111,6,0,101.0
4,1916,1196,5,0,109.9
5,1941,1382,7,0,128.5
7,1910,1889,9,1,122.0
5,1930,840,5,1,87.0
4,1910,1484,6,0,50.0
7,1937,2267,7,2,219.0
5,1946,3086,12,1,200.5
5,1940,1134,7,0,126.0
5,1942,1282,4,0,108.5
5,1963,999,6,0,130.0
5,1964,1452,6,1,158.45
4,1964,1005,5,0,115.4
4,1961,1029,5,0,118.5
5,1964,1020,5,1,165.0
5,1966,1040,6,0,123.0
6,1966,913,6,0,129.0
5,1966,894,5,0,125.0
5,1968,948,6,0,108.0
5,1971,868,6,0,119.9
5,1968,897,5,0,115.0
5,1967,943,5,0,134.5
5,1966,955,6,0,127.0
5,1968,894,5,1,129.0
6,1977,1285,7,1,143.5
5,1966,912,6,0,129.0
5,1956,1375,6,1,187.0
5,1920,2654,11,1,158.0
5,1918,1416,7,0,112.0
7,1940,1302,6,2,165.25
6,1954,1299,6,1,150.0
5,1958,1176,6,2,137.0
4,1945,998,5,0,89.5
7,1971,1824,5,2,302.0
6,1984,1522,7,1,182.0
6,1988,2060,8,1,211.0
5,1948,1325,6,1,216.0
5,1953,1630,6,1,130.0
4,1946,1242,4,0,109.9
6,1954,2422,6,2,255.0
6,1950,2158,7,1,243.0
6,1954,1626,6,0,154.0
5,1958,864,6,0,118.0
4,1958,943,5,0,80.0
4,1977,1440,8,0,150.0
4,1920,605,5,0,86.0
5,1984,1038,5,0,130.0
5,1951,1342,7,0,125.0
5,1951,1480,7,1,136.5
4,1920,1362,7,0,96.0
5,1957,1340,7,1,120.0
6,1984,1822,7,1,228.5
7,1990,1442,6,1,179.9
7,1990,2243,8,1,225.0
7,1986,2730,8,1,301.0
7,1991,2127,8,1,238.0
7,1989,1982,7,1,228.5
7,1994,1958,7,1,220.0
7,2007,2696,10,1,383.97
8,2006,2828,11,1,424.87
8,2007,1651,7,1,250.0
8,2006,2140,8,0,360.0
7,2006,1494,7,1,279.5
7,2007,1316,6,1,200.141
8,2007,1651,7,1,246.5
8,2007,2574,10,1,276.0
7,2005,1274,6,0,203.0
7,2006,1456,8,1,155.835
7,2006,1240,5,0,194.0
7,2007,1208,6,0,195.4
7,2005,1546,7,0,217.0
8,2006,1500,7,1,212.999
7,2005,1270,6,0,175.9
7,2005,1795,7,0,191.0
6,2006,1314,6,1,176.432
7,1988,2062,7,1,277.0
7,1988,1873,7,1,207.0
6,1958,2144,7,2,277.0
6,1992,1953,9,2,240.0
6,1966,2087,9,0,187.5
8,1976,1743,5,2,279.0
5,1994,1022,6,0,139.5
5,1994,990,5,0,126.0
6,1995,1200,6,0,177.5
6,1997,1308,6,0,175.0
6,1998,1796,7,0,211.0
5,1994,990,5,0,146.0
5,1996,1097,6,0,147.9
4,1994,990,5,0,123.6
6,1997,1786,7,0,204.75
7,1999,1873,7,1,235.5
7,1998,1753,7,1,217.0
7,2001,1690,7,0,190.55
7,2000,1842,7,1,217.5
7,2003,1479,7,0,226.0
7,2003,1668,8,0,180.0
5,1974,894,5,0,131.0
5,1976,1025,6,1,153.5
5,1977,1009,6,1,160.0
5,1977,1040,5,0,134.9
5,1977,907,5,0,130.0
5,1975,879,5,0,120.0
5,1972,882,5,0,112.5
5,1975,969,5,0,122.0
5,1972,864,5,0,127.0
4,1972,875,5,0,117.0
8,2004,2000,8,0,305.9
8,2002,2169,7,1,228.5
7,2000,1673,7,1,270.0
7,2002,1459,6,1,192.0
7,2003,1932,7,1,213.0
7,2002,1729,7,0,200.0
8,1998,2452,9,1,267.0
8,1994,1592,7,1,228.0
8,2001,2439,7,1,275.0
7,1996,1992,7,2,211.0
9,2002,1668,7,1,285.0
8,1995,2090,8,1,240.0
6,2003,848,3,0,131.5
8,1999,1341,5,1,246.9
7,2003,1928,8,1,219.5
7,2003,1337,6,0,185.0
7,2007,1476,7,0,179.4
7,2006,1797,8,0,213.5
7,2004,1422,7,0,179.6
7,2005,1190,5,0,173.5
6,2006,1330,6,1,167.84
7,2006,1491,7,1,168.675
5,2005,1536,6,0,167.0
5,1965,1214,6,0,140.0
5,1967,936,4,1,118.5
4,1963,1088,4,0,110.0
4,1965,960,6,0,94.75
5,1925,1351,7,1,122.0
6,1960,1179,5,0,110.0
6,1990,816,5,0,118.5
6,1976,1044,7,1,133.5
6,1976,1113,6,1,148.0
5,1979,2233,11,0,141.0
5,2006,1125,5,0,155.0
5,2005,1090,5,0,157.0
5,2005,1408,6,0,171.5
10,2008,5095,15,2,183.85
10,2007,4676,11,1,184.75
6,2005,1072,5,0,140.0
5,1959,960,4,0,131.75
4,1955,1152,6,0,61.5
4,1954,948,5,0,111.0
5,1946,1195,8,0,98.5
3,1931,774,6,0,79.0
6,1920,865,4,1,108.5
4,1954,894,5,0,110.0
4,1910,1346,6,0,112.0
4,1955,768,4,1,125.0
4,1955,864,5,0,79.275
4,1954,948,5,1,119.0
6,1914,3395,14,0,200.0
5,1923,2592,12,0,150.0
6,1923,1502,7,2,165.0
5,1926,789,5,0,96.5
5,1926,1422,6,0,136.5
6,1921,1298,8,1,146.5
5,1937,1768,7,2,175.0
7,1930,1098,5,1,148.5
6,1921,1436,7,1,141.5
7,1918,1426,7,1,189.95
6,1926,1461,6,1,135.0
7,1941,1646,7,2,164.0
5,1913,694,4,1,90.35
5,1910,1250,8,1,139.0
5,1938,954,5,1,119.75
6,1946,1958,8,0,145.0
5,1949,2002,8,0,145.0
7,1927,1718,8,1,238.0
5,1951,1226,7,1,153.5
6,1918,2624,10,1,239.0
8,1934,3194,10,2,359.1
4,1930,1755,7,1,188.0
6,1932,1991,7,1,220.0
5,1941,1355,5,0,140.0
8,1932,2727,10,2,315.0
6,1945,2320,9,1,259.5
6,1957,1839,7,2,257.5
7,1940,1740,6,2,219.5
6,1953,2259,7,2,217.0
6,1960,1560,6,3,201.0
6,1968,1488,7,2,215.0
6,1980,1045,5,1,123.9
4,1995,1680,7,0,170.0
8,1988,1020,4,0,200.0
7,1971,1696,7,2,198.0
6,1957,2515,9,2,200.624
8,1986,2726,6,1,315.0
5,1919,1517,7,0,115.0
6,1940,1215,6,0,141.0
5,1941,803,5,0,87.0
5,1925,1601,6,0,129.85
4,1939,1123,4,0,100.0
5,1923,1828,6,0,150.909
5,1922,816,5,0,75.2
6,1920,1012,6,1,118.4
5,1920,1077,6,0,67.0
5,1950,1558,6,0,152.0
2,1939,845,4,0,68.104
5,1895,1991,9,0,119.6
4,1957,1073,6,0,140.0
5,1930,1001,5,0,124.9
8,2006,1625,5,1,375.0
8,2006,1625,5,1,235.0
6,1979,1299,5,1,183.5
6,1978,912,5,1,156.0
6,1983,1080,5,0,134.0
5,2002,1392,6,1,215.0
7,2002,1409,4,1,245.0
7,1991,1478,6,1,210.0
7,1975,918,4,0,148.0
6,1974,1026,5,1,143.0
7,1987,1501,5,2,244.0
7,1998,1502,5,1,330.0
5,1959,1328,5,2,170.0
6,1958,2279,7,1,257.0
7,2006,1689,7,0,231.713
8,2006,1564,6,1,267.3
8,2006,1484,6,1,265.9
8,2007,1571,7,1,239.0
8,2006,1646,6,1,248.9
7,1985,1240,6,0,174.0
7,1990,1717,7,1,187.5
6,1996,1756,7,0,204.0
8,2001,1312,5,0,180.5
7,2003,1146,6,1,187.5
8,2002,1922,6,1,282.0
6,1996,1491,7,1,178.0
8,2002,1629,9,1,270.0
7,2003,2486,10,1,279.9
5,1963,1572,5,2,186.7
8,2006,1776,7,1,283.463
10,2006,1824,8,1,392.0
8,2005,2482,9,1,281.213
5,2007,1120,6,0,147.0
3,1953,2034,9,0,130.0
6,1996,936,3,0,140.0
4,1963,1040,5,0,132.25
5,1967,1632,8,0,143.0
4,1961,1622,7,1,168.0
5,1976,1060,6,1,129.9
5,1976,1142,6,1,134.0
4,1972,1092,5,0,85.5
4,1970,992,4,0,106.5
4,1970,1092,5,0,93.9
4,1970,1092,6,0,75.0
4,1970,630,3,0,84.5
4,1976,1092,6,0,75.19
6,1976,1062,5,2,146.8
5,1977,1008,4,1,153.5
6,1977,1356,6,1,188.0
5,1977,1676,6,2,196.0
5,1977,1432,6,1,157.0
5,1971,796,5,0,138.0
5,1970,768,5,0,129.5
4,1961,1608,6,0,80.0
4,1982,845,4,0,129.5
5,1976,1178,6,0,135.0
5,1982,816,5,0,124.5
5,1983,816,4,0,139.0
5,1991,974,5,0,93.5
5,1984,887,5,0,124.5
6,1954,1293,5,0,149.9
6,1956,1024,5,2,157.5
5,1957,1797,7,1,169.0
6,1957,1390,4,2,252.0
7,1969,1851,8,1,192.1
6,1997,1525,6,1,183.5
7,1997,2236,8,1,222.0
6,1995,1671,7,1,170.0
6,1995,1498,6,1,187.5
6,1996,1776,7,1,202.0
6,1997,1511,8,1,185.0
7,2005,2462,9,1,320.0
7,2006,1670,7,1,240.0
8,2005,2064,7,1,250.0
8,2005,1801,8,1,239.9
7,2005,2212,9,1,309.0
7,2006,2021,9,1,274.725
8,1994,2687,9,0,270.0
6,1993,1169,6,1,183.5
6,1993,1501,6,1,165.6
7,1998,1632,8,1,176.5
8,1987,1204,5,0,130.0
7,1987,1767,5,1,239.0
8,1985,1742,5,1,275.0
9,2005,2798,11,1,457.347
10,2006,3390,10,1,545.224
9,2006,2473,11,1,356.383
9,2005,2868,11,1,556.581
8,2006,2576,10,1,361.919
10,2006,2698,11,1,535.0
9,2005,2795,10,1,401.179
10,2006,2945,10,1,438.78
5,1948,2320,7,1,169.0
5,1955,1056,5,0,145.0
9,2005,1714,7,1,318.0
8,2005,1826,7,1,319.0
9,2005,2000,8,2,470.0
7,1984,1621,8,0,202.5
7,1988,2183,9,0,229.0
7,1977,2263,9,1,235.0
6,1976,1574,6,1,190.0
6,1980,1102,5,1,169.0
7,1988,1872,6,1,241.5
7,1978,1857,8,1,188.9
6,1980,1686,7,1,207.5
7,1978,2784,12,2,250.0
6,1975,1552,6,1,179.9
7,1976,1083,5,1,172.0
7,2005,2318,8,1,294.323
6,1975,1875,8,1,184.5
5,1975,1074,6,0,153.5
7,1976,1664,8,1,162.9
6,1974,1309,5,1,181.0
6,1974,1103,6,0,155.0
5,1969,1096,6,0,138.8
4,1970,864,5,0,116.05
4,1971,858,5,0,88.0
4,1971,874,5,0,97.5
6,2002,1419,4,0,190.0
6,1973,1092,6,0,105.5
5,1973,1365,7,1,125.5
6,1973,987,5,0,83.0
6,1972,1030,6,0,116.0
6,1971,1218,7,0,91.5
6,1972,1218,7,0,118.0
6,1972,948,5,0,89.0
6,1972,1092,6,0,108.0
6,1972,987,5,1,94.5
6,1975,1069,4,1,146.3
5,1967,1387,6,1,145.0
5,1967,900,6,1,123.0
7,1976,1055,4,0,137.5
6,1976,1456,6,1,144.0
9,2004,1980,8,1,315.0
9,2006,2589,11,1,412.083
9,2006,2596,9,0,342.643
8,2004,1618,6,1,252.0
10,2006,2076,7,1,465.0
7,2006,1740,8,0,293.0
9,2005,1868,7,1,415.0
9,2004,1850,8,1,326.0
8,2005,2376,9,1,325.3
8,2004,2452,9,1,309.0
9,2005,2206,10,1,300.0
8,2005,2098,8,1,275.5
9,2005,2091,8,1,338.5
9,2005,2324,11,2,345.0
8,2005,2253,8,1,344.133
8,2006,2389,10,1,298.236
8,2005,2358,10,1,329.9
9,2003,1944,8,3,360.0
8,2006,1970,8,1,281.0
9,2005,1792,6,1,372.397
9,2004,1780,7,1,378.0
9,2003,1792,6,1,374.0
9,2005,2728,10,2,437.154
8,2005,1904,8,1,275.0
8,2004,1914,9,1,279.0
7,2005,1364,6,1,185.85
9,2005,1565,6,1,282.5
7,2005,1368,6,1,202.5
7,2005,1368,6,1,202.665
9,2006,1686,6,1,332.2
9,2006,1666,6,1,310.09
7,2003,1405,6,1,171.75
6,2005,1316,6,1,169.99
6,2005,1456,8,1,170.44
7,2006,1492,8,0,169.985
7,2006,1496,7,1,179.665
7,2006,1863,9,1,219.21
6,2006,1326,6,0,174.19
6,2006,1456,8,0,172.785
8,2004,2373,9,1,258.0
7,2006,1492,8,0,185.101
7,2006,1364,6,1,210.25
7,2003,1557,7,1,234.0
8,2003,1456,7,1,215.0
7,2002,1511,5,1,246.99
7,2004,1414,6,1,178.74
7,2004,1548,7,1,225.0
7,2005,1248,5,0,167.24
7,2005,1142,6,0,156.82
7,2005,1506,6,1,213.49
8,2006,1567,7,1,264.561
7,2006,1500,6,1,246.578
5,2005,1838,7,1,192.14
6,2002,1509,7,1,183.2
8,2004,1414,6,1,178.0
7,2004,1598,7,1,201.49
8,2000,1936,7,1,230.5
7,2003,1509,8,1,180.0
6,2000,1664,7,1,172.4
6,2000,1889,9,1,215.0
7,1998,1886,10,1,199.9
6,2000,1671,7,1,173.0
7,2006,2322,8,0,287.602
7,1999,2291,8,1,230.0
8,1997,2392,7,1,348.0
8,1998,1976,7,1,286.0
8,2000,2234,7,1,300.0
10,1995,3627,10,1,625.0
9,2000,2855,9,1,405.0
8,1998,1924,7,1,280.0
8,1998,2263,10,1,258.0
8,1995,2726,9,1,350.0
9,1993,3500,11,1,584.5
8,1994,2494,9,1,321.0
8,1994,2526,8,1,290.0
8,1993,2799,8,1,315.0
8,2005,1964,8,1,252.0
8,2006,1670,6,1,336.82
8,2005,2097,8,1,423.0
8,2006,1660,8,1,290.0
7,2005,1616,7,0,232.0
8,2006,1504,7,0,199.0
8,2006,1278,5,0,198.6
9,2006,2640,11,1,405.749
8,2006,1489,7,1,232.6
8,2006,1939,8,1,266.0
7,2005,1553,6,0,186.5
6,2005,1716,7,0,200.825
7,2006,1576,6,0,197.0
6,2006,1262,5,0,185.0
7,2005,1266,6,1,176.0
7,2006,1301,5,1,187.75
6,2005,1142,5,0,139.5
7,2005,1400,6,0,186.8
6,2005,1131,6,0,132.0
6,2005,1141,6,0,142.5
6,2004,1158,5,0,158.0
7,2005,1686,8,0,184.0
7,2005,1585,7,0,184.9
6,1997,1837,7,0,187.0
6,1992,1603,7,0,175.9
6,1992,1731,7,0,248.5
6,1990,1398,5,0,172.0
6,1991,1217,5,0,151.0
6,1994,1320,6,0,150.0
4,1966,1056,5,0,107.0
5,1965,965,6,0,119.9
5,1962,988,6,0,129.5
5,1963,1728,10,0,125.0
6,1977,1654,10,0,119.5
5,1962,1211,6,1,144.0
6,1977,1212,6,1,151.0
5,1965,984,5,0,126.0
5,1968,909,5,0,116.0
5,1963,925,5,0,133.5
5,1965,1024,5,0,120.875
5,1965,935,5,0,137.0
5,1964,912,6,0,124.0
5,1961,1236,6,1,135.0
5,1967,941,6,1,129.2
7,1974,2646,9,4,260.0
8,1991,2417,9,1,260.0
8,1992,2826,9,3,334.0
8,1993,2520,10,1,310.0
7,1992,2295,9,1,268.0
8,1994,1624,5,1,262.0
7,2004,1143,5,1,176.4
8,2005,1247,4,1,197.0
7,2005,1200,4,0,151.0
7,2005,1223,4,0,147.4
7,2005,1223,4,0,149.9
7,2005,1200,4,0,144.152
6,2000,1524,4,0,166.0
7,1999,1452,6,0,183.9
7,2000,1382,6,0,165.0
7,2003,1080,4,0,139.0
7,1997,1694,6,1,200.0
8,2001,1568,6,1,221.0
8,1995,1494,6,1,270.0
6,1977,1208,6,1,165.0
8,1980,1235,4,3,214.0
8,1980,1036,4,1,188.0
8,1980,1226,4,1,190.0
8,1978,1226,4,1,170.0
9,1981,1842,5,1,385.0
5,1972,1193,6,0,146.5
7,1968,1920,8,1,170.0
7,1968,2156,9,1,262.5
6,1968,1416,7,1,179.9
6,1968,2654,9,1,250.0
6,1972,1790,8,1,165.15
7,1967,1334,7,0,164.5
7,1969,1164,6,0,140.0
5,1967,980,6,0,135.5
5,1968,1051,6,0,142.0
5,1968,1770,7,0,155.0
6,1968,976,4,1,157.5
5,1968,1052,5,0,138.5
5,1968,898,6,0,140.0
5,1966,1051,6,0,124.4
5,1967,1141,6,0,158.0
5,1965,1200,6,0,146.0
6,1971,1993,8,1,190.0
5,1961,1050,6,0,136.5
5,1958,864,5,0,129.9
5,1959,1712,8,0,145.0
6,1965,1565,7,2,185.9
6,1964,1251,6,2,160.0
6,1964,1488,7,1,167.0
5,1964,1440,7,1,157.5
6,1958,1095,6,0,140.0
5,1958,1053,6,0,150.0
5,1960,1248,6,0,151.5
6,1934,816,4,1,129.8
5,1954,1008,4,1,137.0
5,1947,1043,5,1,137.0
4,1946,1230,5,0,121.6
4,1923,869,4,0,85.5
4,1926,747,5,0,79.9
5,1908,1252,5,0,127.0
5,1961,1433,7,1,161.0
5,1952,1624,6,1,146.5
5,1951,1216,7,0,135.0
5,1951,2136,7,0,137.9
6,1941,1578,5,2,133.0
5,1949,1728,7,1,137.0
5,1954,936,5,0,121.0
5,1967,1584,8,0,119.0
6,1964,1246,6,2,172.0
5,1961,1235,6,0,98.6
7,1966,2157,8,2,226.0
5,1954,1128,5,0,118.0
8,1918,3112,8,1,235.0
6,1963,1008,5,0,135.0
5,1962,1190,6,0,132.5
5,1959,1144,6,1,143.0
5,1957,1364,6,1,132.0
6,1960,1383,7,0,145.25
6,1958,1336,7,1,162.0
5,1956,1370,6,1,148.0
5,1957,1092,6,1,141.0
6,1956,1124,6,1,153.0
5,1957,1236,6,1,134.45
5,1979,943,4,2,135.96
6,1954,1050,6,0,156.0
6,1954,1375,5,1,140.0
5,1952,1008,4,0,139.5
6,1951,1575,5,1,155.0
5,1956,1145,6,0,127.0
5,1956,1005,6,1,133.5
5,1955,1056,6,0,125.0
5,1951,884,4,0,142.0
7,1941,2039,7,3,167.0
5,1956,1384,6,0,159.0
5,1925,2640,10,1,180.0
6,1947,1312,6,0,127.0
6,1924,1310,6,0,112.0
3,1930,713,5,0,99.8
5,1954,833,4,0,117.0
5,1921,1073,4,0,108.48
3,1929,715,4,0,68.0
4,1900,720,5,0,86.9
5,1920,1130,5,1,120.0
6,1915,1595,7,1,155.5
4,1910,1760,7,1,80.0
3,1915,1214,6,0,105.0
5,1900,2414,10,1,160.0
5,1936,1466,7,1,170.0
6,1965,1324,6,1,160.0
5,1966,1086,6,1,159.95
6,1963,1146,6,1,165.0
6,1962,1734,7,1,159.0
6,1962,1207,6,0,147.0
5,1964,912,5,0,115.0
6,1959,1194,6,1,159.5
6,1959,864,4,0,120.0
5,1957,816,5,0,129.9
6,1961,1773,6,2,183.0
7,1959,1472,5,1,157.5
7,1962,2448,9,2,277.5
5,1957,1600,6,2,207.5
4,1950,1521,6,0,147.5
4,1949,1192,6,0,135.0
5,1950,1040,5,0,109.5
4,1950,1040,4,0,109.9
5,1959,1040,6,0,133.7
3,1950,1040,6,0,81.4
3,1949,1040,6,0,87.5
3,1950,1040,6,0,93.5
5,1960,1556,8,0,119.0
5,1959,1150,6,0,141.0
5,1961,1150,6,0,146.0
6,1966,1348,6,1,155.0
5,1962,999,6,0,134.5
7,1962,1045,6,0,120.0
5,1962,864,5,0,105.0
5,1962,1025,6,0,124.0
5,1900,2014,8,0,169.0
4,1925,1328,8,0,107.0
5,1948,1668,6,0,135.0
4,1920,1657,9,1,111.5
6,1900,1416,7,0,156.5
7,1925,1641,6,1,178.0
7,1900,1428,7,0,139.9
7,1930,1004,5,1,105.0
